source,target
James Foster Condy,Samuel Hobbs
Joseph Field,Thomas Crafts
Cyrus Baldwin,John Avery
Benjamin Burt,Benjamin Kent
John Winthrop,Thomas Chase
Archibald MacNeil,Edward Dolbear
Joseph Warren,William Whitwell
Josiah Flagg,Nathaniel Hitchborn
Henry Stanbridge,John Jenkins
Philip Tabor,William Gould
Caleb Hopkins,Joseph Warren
Job Prince,William Powell
Perez Morton,William Molineux
John Bradford,William Mackay
Joseph Webb,Moses Deshon
James Graham,William Palfrey
John Jenkins,William Bell
Joseph Eayres,Joshua Wyeth
Joseph Roby,Eckley
John Gammell,Thomas Bolter
Moses Grant,Sam Partridge
John Pitts,Nat Noyces
Elias Parkman,Peter Boyer
George Trott,Thomas Chase
Walter Kerr,William Bell
Benjamin Kent,Jonathan Stoddard
Daniel Ingersoll,Thomas Urann
Joseph Payson,William Russell
John May,Thomas Hunstable
Samuel Barnard,Samuel Foster
Abraham Hunt,Anthony Morse
Joseph Warren,William Bell
Joseph Warren,William McAlpine
Thomas Chrysty,Thomas Hitchborn
John Randall,Joseph Eayres
Henry Welles,John Hoffins
John Winthrop,Jonathan Williams
Jeremiah Williams,Thomas Hunstable
Dr Allen,Moses Grant
Abiel Ruddock,Samuel Adams
Edward Potter,Samuel Moody
James Ivers,Samuel Whitwell
John Brown,Jos Brackett
John Bradford,Moses Grant
Peter Doyle,William Ham
John Pulling,John Winthrop
John Randall,Joshua Wyeth
Robert Davis,Samuel Hobbs
George Hewes,Nathaniel Bradlee
Walter Kerr,William Ham
Jonathan Williams,Samuel Barrett
John Spurr,Samuel Cooper
Paul Revere,William Etheridge
Hugh Brown,Wait Gray
Richard Hunnewell,William Hendley
John Lowell,Mr Chadwell
James Starr,Samuel Peck
Jonathan Parker,Samuel Hammond
Isaac Pearce,Thomas Peck
Oliver Wendell,William Mackay
Herman Brimmer,Sam Partridge
Elisha Story,John Winthrop
Joseph Roby,William Pierce
Edward Potter,Josiah Flagg
Perez Morton,Thomas Young
Thomas Chase,Thomas Williams
Amos Lincoln,Samuel Fenno
Gershom Collier,Nathaniel Barber
David Bradlee,Jonathan Hunnewell
Joseph Mountford,William Hendley
Adam Collson,Archibald MacNeil
Elisha Story,John Cochran
Peter Doyle,Richard Pulling
James Otis,Thomas Fleet
James Ivers,William Whitwell
John Adams,John Lambert
John Marlton,Josiah Flagg
Nathaniel Bradlee,Nathaniel Willis
Samuel Cooper,William Russell
Robert Davis,Stephen Bruce
Benjamin Clarke,William Molineux
John Adams,Thomas Fleet
John Hooton,Samuel Peck
John Pulling,Thomas Urann
Job Prince,Jonathan Mason
Phillip Marett,William Wingfield
Thomas Chase,William Powell
Caleb Davis,John Marson
John Merrit,Thomas Hitchborn
Moses Grant,Thomas Melville
John Spurr,Moses Grant
Joseph Warren,William Hickling
Josiah Bradlee,Robert Sessions
Caleb Hopkins,Samuel Whitwell
Joseph Payson,Samuel Gore
Gershom Collier,Thomas Porter
Isaac Pearce Jr,Thomas Chase
Joseph Webb,Nathaniel Hitchborn
Edward Davis,James Foster Condy
Cyrus Baldwin,Fortesque Vernon
Nathaniel Bradlee,Thomas Chase
Gilbert Ash,Samuel Moody
Enoch Brown,Samuel Austin
Hugh Brown,James Seward
Amos Lincoln,Samuel Howard
Henry Stanbridge,William Gould
John Russell,William Russell
Isaac Pearce Jr,Thomas Hitchborn
Peter Slater,Phineas Stearns
Moses Grant,Robert Sessions
Amos Lincoln,Joseph Palmer
David Bradlee,Joseph Mountford
Ambrose Ferrell,William Gould
Eliphelet Newell,John Peters
Adam Collson,Samuel Gore
Peter Slater,Samuel Foster
Charles Jarvis,Herman Brimmer
Nathaniel Greene,Samuel Peck
Joseph Warren,Martin Brimmer
George Bray,Joseph Webb
Benjamin Edes,John Winthrop
Adam Collson,Samuel Howard
Edward Proctor,Jos Brackett
Philip Tabor,William McAlpine
Richard Palms,Thomas Chrysty
Thomas Melville,William Russell
Henry Bass,Samuel Barnard
Eben Hancock,Henry Bass
Edward Davis,Oliver Wendell
Eben Symmes,Thomas Hitchborn
Asa Stoddard,Joseph Greenleaf
John Hooton,Eckley
Edward Cailleteau,Thomas Webster
Jeremiah Williams,Thomas Young
John Hicks,Samuel Barnard
Edward Potter,Increase Blake
Joseph Lee,Robert Sessions
John Marlton,Samuel Barrett
Henry Prentiss,Nathaniel Greene
Edward Proctor,Joseph Payson
Ezekiel Cheever,Thomas Roylson
Joseph Webb,Nicholls
John Pitts,William Whitwell
Samuel Barrett,William McAlpine
Jonathan Hunnewell,Jonathan Parker
Daniel Ingersoll,Gilbert Colesworthy
Edward Dolbear,Edward Proctor
Henry Purkitt,Matthew Loring
Joseph Webb,Philip Tabor
Capt Cazneau,Henry Bass
Thomas Young,William Hendley
John Pitts,Samuel Pitts
Stephen Bruce,Thomas Machin
John Hooton,Josiah Bradlee
Edward Howe,Thomas Williams
Elias Parkman,John Winthrop
Adam Collson,Nathaniel Holmes
Nicholas Campbell,Thomas Melville
Edward Dolbear,Joseph Shed
John Merrit,Joseph Greenleaf
John Gammell,Samuel Hammond
Edward Burbeck,Joseph Webb
Adam Collson,John Pulling
Moses Grant,Thomas Machin
Amos Lincoln,Samuel Cooper
John Randall,Samuel Hammond
Samuel Gore,William Molineux
Ezekiel Cheever,Isaac Pearce
Gabriel Johonnott,Thomas Peck
Benjamin Burton,Gilbert Colesworthy
Herman Brimmer,Martin Brimmer
John Spurr,Jonathan Parker
William Gould,William Palfrey
Benjamin Austin,William Whitwell
Ambrose Sloper,George Bray
Thomas Spear,Eckley
Nathaniel Frothingham,Thomas Spear
Thomas Moore,Thomas Urann
Israel Obear,Richard Pulling
Samuel Adams,Samuel Dexter
James Bewer,Nathaniel Willis
Joseph Payson,Thomas Young
Ambrose Ferrell,John Phillips
Eben Johnston,Richard Boynton
Abraham Hunt,Thomas Chase
Joseph Warren,Perez Morton
Ezekiel Cheever,Nathaniel Barber
Samuel Peck,Samuel Sprague
Benjamin Clarke,James Starr
Elias Parkman,Moses Gill
Thomas Porter,Thomas Williams
Edward Burbeck,John Marlton
Amos Lincoln,Thomas Spear
Elias Parkman,Samuel Barrett
Henry Purkitt,Robert Davis
Gilbert Ash,Increase Blake
Henry Bass,Samuel Sprague
Josiah Flagg,Richard Pulling
Anthony Morse,Joseph Mountford
Jonathan Williams,Martin Brimmer
Thomas Machin,William Etheridge
James Seward,John Hoffins
Jonathan Parker,William Etheridge
Henry Bass,John Hancock
John Brown,William Phillips
Elias Parkman,Jos Brackett
Nathaniel Willis,Samuel Foster
Nathaniel Willis,Thomas Spear
Joseph Eayres,Joseph Roby
John Russell,Samuel Howard
Abraham Hunt,Nathaniel Willis
Enoch Brown,Peter Boyer
Jonathan Parker,Robert Sessions
John Ballard,Perez Morton
John May,Jonathan Hunnewell
James Seward,Phillip Marett
Richard Pulling,Seth Chipman
John Adams,William Hickling
Benjamin Church,Elisha Story
James Bewer,John Hicks
Thomas Chase,Thomas Machin
Henry Stanbridge,William Wingfield
Henry Welles,Stephen Cleverly
Philip Tabor,William Burbeck
Henry Bass,John Matchett
Newn Greenough,William Phillips
Elisha Callendar,Samuel Barrett
Henry Broomfield,Samuel Austin
James Foster Condy,Eckley
Alexander Inglish,Edward Potter
Jonathan Williams,Moses Gill
David Bradlee,Nicholas Campbell
Isaac Pearce,William Molineux
Israel Obear,Nicholls
Benjamin Church,John Symmes
George Hewes,Joshua Wyeth
Gilbert Ash,Thomas Milliken
Asa Stoddard,Moses Grant
Eliphelet Newell,Samuel Peck
Josiah Bradlee,William Molineux
John Adams,Nathaniel Appleton
Ezra Collins,Thomas Urann
John Brown,Pierce Isaac
Bos Foster,John Hancock
Henry Broomfield,Sam Partridge
Henry Welles,Samuel Barrett
Henry Purkitt,William Russell
Edward Howe,Thomas Machin
Gibbens Sharp,Thomas Chrysty
Thomas Chase,Thomas Tileston
Henry Prentiss,Samuel Gore
Hugh Brown,John Jenkins
Walter Kerr,William Burbeck
Joseph Shed,Thomas Spear
Eben Johnston,Paul Revere
Cyrus Baldwin,Oliver Wendell
Joseph Eayres,Samuel Hammond
James Bewer,Thomas Melville
Lendall Pitts,Robert Davis
James Otis,John Sweetser
Nicholas Campbell,Samuel Barnard
James Swan,Phineas Stearns
Joseph Warren,Samuel Austin
Samuel Barrett,William Palfrey
Jos Brackett,Joseph Warren
James Foster Condy,Thomas Chase
Thomas Fleet,William Cooper
Henry Bass,Joseph Warren
Henry Purkitt,James Foster Condy
Moses Grant,Perez Morton
Phillip Marett,William Burbeck
John Randall,Thomas Porter
Abiel Ruddock,Joseph Greenleaf
John Hooton,Richard Hunnewell
Edward Potter,Peter Doyle
James Starr,William Hendley
Amos Lincoln,Henry Prentiss
David Kinnison,Eliphelet Newell
James Swan,Josiah Bradlee
Henry Broomfield,Samuel Whitwell
Gershom Collier,Matthew Loring
Archibald MacNeil,Richard Hunnewell
Archibald MacNeil,John Hicks
Elisha Story,Samuel Fenno
Joseph Warren,William Molineux
Joshua Wyeth,Josiah Bradlee
Edward Cailleteau,Josiah Flagg
John Cochran,John Randall
Cyrus Baldwin,Nathaniel Barber
Joshua Wyeth,Peter Slater
David Bradlee,Thomas Hunstable
Joseph Eaton,Peter Slater
Gabriel Johonnott,Henry Bass
Nathaniel Frothingham,Samuel Fenno
Ambrose Sloper,Nicholls
Elisha Callendar,Henry Welles
John Marlton,Peter Doyle
Edward Cailleteau,John Jenkins
Gibbens Sharp,Nathaniel Barber
Thomas Webster,William Bell
David Bradlee,George Hewes
James Bewer,John Hooton
James Seward,William Palfrey
James Bewer,Jonathan Parker
Dr Allen,Thomas Hitchborn
Benjamin Burt,Nathaniel Barber
Joseph Shed,Nathaniel Greene
Ebenezer Stevens,John Prince
Samuel Barnard,Thomas Spear
Capt MacKintosh,John Hicks
Joseph Payson,William Hendley
Henry Stanbridge,Samuel Barrett
James Swan,Samuel Barnard
Henry Broomfield,Joseph Warren
Henry Bass,Samuel Austin
Ambrose Sloper,Phillip Lewis
Fortesque Vernon,Martin Brimmer
Joseph Lee,Thomas Porter
David Bradlee,Jeremiah Williams
Increase Blake,William Bell
Edward Howe,James Swan
Joshua Wyeth,Robert Davis
John Hooton,Paul Revere
Philip Tabor,William Palfrey
Benjamin Burt,Thomas Young
Henry Bass,Samuel Cooper
Jonathan Stoddard,Thomas Young
Nathaniel Hitchborn,Samuel Moody
Henry Broomfield,Joseph Greenleaf
Increase Blake,Israel Obear
Philip Tabor,Jefferds
John Prince,Richard Hunnewell
Joseph Payson,William Pierce
Abraham Hunt,Samuel Gore
Paul Revere,Peter Doyle
Matthew Loring,Robert Sessions
Robert Davis,Thomas Hunstable
Ambrose Sloper,Henry Welles
Gilbert Colesworthy,James Starr
Elias Parkman,William Powell
Joseph Eaton,Samuel Sprague
Thomas Bradlee,Thomas Machin
Edward Cailleteau,Israel Obear
Samuel Emmes,Thomas Kimball
Edward Potter,John Phillips
James Swan,John Randall
Josiah Bradlee,Thomas Chase
Paul Revere,Seth Chipman
Joseph Eayres,Nat Noyces
John Peters,Matthew Loring
Henry Stanbridge,William Burbeck
Gershom Collier,Samuel Cooper
Samuel Barnard,Thomas Chase
Samuel Peck,Thomas Machin
James Starr,Thomas Urann
Gabriel Johonnott,Samuel Adams
George Bray,Israel Obear
Samuel Gore,Samuel Hobbs
Jonathan Williams,Thomas Marshall
John Russell,Robert Davis
Jeremiah Williams,Nathaniel Barber
Capt MacKintosh,Eckley
Amos Lincoln,Joshua Wyeth
Moses Gill,Moses Grant
Thomas Chase,William Hendley
Nathaniel Greene,Thomas Urann
Nathaniel Hitchborn,Nicholls
Paul Revere,Robert Sessions
Henry Prentiss,Eckley
John May,William Etheridge
Gilbert Colesworthy,John May
Joseph Warren,Peter Doyle
Joseph Shed,Thomas Bolter
John Prince,William Etheridge
Jonathan Hunnewell,William Etheridge
Benjamin Burt,Jonathan Stoddard
Ambrose Sloper,Samuel Moody
David Bradlee,Josiah Wheeler
Joseph Webb,William McAlpine
Jeremiah Williams,John Randall
Cyrus Baldwin,William Davis
Henry Bass,Pierce Isaac
Nathaniel Appleton,Samuel Adams
Samuel Adams,Samuel Whitwell
Eliphelet Newell,James Swan
James Bewer,James Foster Condy
Josiah Bradlee,Nathaniel Bradlee
Edward Howe,Joseph Shed
Caleb Davis,John Pitts
Phillip Marett,Richard Pulling
Matthew Loring,Thomas Bradlee
Henry Broomfield,Oliver Wendell
Eben Symmes,Mr Chadwell
John Phillips,Samuel Moody
John Winslow,Samuel Cooper
John Gammell,Samuel Fenno
John Hancock,Moses Gill
Edward Howe,Robert Davis
John Lowell,Thomas Urann
Josiah Flagg,William Burbeck
Thomas Tileston,William Breck
Herman Brimmer,William Powell
John May,Nicholas Campbell
Caleb Champney,John Lowell
David Bradlee,William Molineux
Charles Jarvis,Samuel Pitts
Benjamin Waldo,Richard Boynton
Henry Bass,Jonathan Stoddard
Nathaniel Bradlee,Thomas Bradlee
Josiah Quincy,Thomas Fleet
Gershom Collier,Samuel Sprague
Elisha Story,John Ballard
Phillip Marett,Wait Gray
Nathaniel Hitchborn,Thomas Crafts
Benjamin Burt,John Merrit
Robert Davis,Thomas Porter
John Hoffins,William Ham
Capt Cazneau,John Matchett
John Avery,Thomas Marshall
John Avery,Moses Gill
Eben Symmes,Nathaniel Holmes
Henry Bass,Peter Slater
James Bewer,James Starr
Elias Parkman,Joseph Eayres
Capt MacKintosh,Joseph Mountford
John Marlton,William McAlpine
John Spurr,Thomas Williams
Nicholas Campbell,Thomas Chase
Archibald MacNeil,Robert Davis
Job Prince,William Phillips
Benjamin Waldo,John Avery
Nicholas Campbell,Robert Davis
Robert Pierpont,William Dennie
Benjamin Church,William Phillips
Matthew Loring,Thomas Machin
John Crane,William Russell
Elisha Story,Henry Prentiss
John Brown,Samuel Pitts
Nathaniel Barber,Peter Boyer
Charles Jarvis,Ezekiel Cheever
Joseph Eayres,Matthew Loring
Eben Symmes,John Pulling
James Swan,Joshua Wyeth
Capt MacKintosh,Josiah Wheeler
Mr Chadwell,William Molineux
Amos Lincoln,James Swan
Joseph Lee,Peter Slater
Amos Lincoln,Edward Dolbear
Matthew Loring,Thomas Moore
Samuel Adams,Samuel Emmes
Jonathan Williams,Oliver Wendell
John Avery,William Greenleaf
Benjamin Simpson,Thomas Melville
Benjamin Simpson,Samuel Barnard
Joseph Lee,Joseph Palmer
Matthew Loring,Richard Hunnewell
John Winthrop,Peter Boyer
Benjamin Church,Dr Allen
Joseph Eayres,Sam Partridge
Anthony Morse,Samuel Gore
Paul Revere,William Phillips
David Kinnison,Thomas Moore
Henry Purkitt,Nathaniel Barber
Edward Burbeck,Paul Revere
John Hooton,Thomas Hunstable
John Cochran,Joseph Eaton
John Cochran,Thomas Chase
Nathaniel Frothingham,Thomas Urann
Elisha Story,John Hicks
Robert Davis,William Molineux
Adam Collson,Thomas Chrysty
Eliphelet Newell,William Etheridge
Edward Davis,William Phillips
Abiel Ruddock,William Davis
Adam Collson,Thomas Moore
Capt MacKintosh,Robert Davis
Josiah Flagg,Thomas Webster
Richard Hunnewell,Thomas Porter
Nathaniel Barber,Nathaniel Willis
Ambrose Ferrell,Moses Deshon
Abraham Hunt,James Bewer
Phillip Marett,William Bell
Benjamin Clarke,William Pierce
Samuel Hammond,Stephen Bruce
Gilbert Ash,Henry Welles
Jonathan Hunnewell,Samuel Cooper
Herman Brimmer,John Hancock
Joseph Roby,Nathaniel Bradlee
Benjamin Kent,Nathaniel Holmes
Benjamin Simpson,Capt MacKintosh
John Ballard,Joseph Greenleaf
Ambrose Ferrell,Edward Cailleteau
Enoch Brown,Samuel Pitts
Stephen Bruce,Thomas Young
Moses Deshon,Philip Tabor
Isaac Pearce,John Merrit
Pierce Isaac,William Whitwell
David Kinnison,Samuel Hammond
David Bradlee,John Crane
James Foster Condy,John Crane
James Starr,Joseph Payson
James Otis,Samuel Cooper
Abiel Ruddock,Henry Bass
Samuel Adams,Thomas Fleet
Benjamin Clarke,Nathaniel Bradlee
Edward Jarvis,John Hoffins
Nathaniel Greene,William Pierce
Adam Collson,Jonathan Parker
Elisha Story,John Crane
Moses Deshon,Thomas Crafts
John Randall,Samuel Hobbs
Capt MacKintosh,Peter Slater
Caleb Davis,Moses Gill
John Crane,John Peters
Abiel Ruddock,Samuel Pitts
John Lambert,Samuel Dexter
Thomas Young,Eckley
Nathaniel Barber,Samuel Hammond
Charles Jarvis,Oliver Wendell
James Otis,Thomas Young
Philip Tabor,Samuel Moody
Gibbens Sharp,Joseph Warren
Henry Welles,Hugh Brown
Josiah Flagg,Seth Chipman
Newn Greenough,Sam Partridge
Samuel Moody,William Ham
Joshua Wyeth,Samuel Hammond
Anthony Morse,Matthew Loring
Henry Stanbridge,William Ham
Phineas Stearns,Thomas Porter
Oliver Wendell,Peter Boyer
Alexander Hill,Oliver Wendell
Charles Jarvis,Pierce Isaac
Eben Johnston,Henry Broomfield
David Bradlee,James Bewer
Daniel Ingersoll,Nathaniel Greene
Henry Welles,Joseph Warren
John Hoffins,Nicholls
John Ballard,Samuel Emmes
Benjamin Clarke,Edward Proctor
Josiah Bradlee,Thomas Moore
Benjamin Edes,Caleb Champney
Thomas Milliken,Nicholls
Henry Purkitt,Thomas Hunstable
John Avery,Joseph Eayres
Samuel White,William Dennie
Ezra Collins,George Bray
Ambrose Ferrell,Philip Tabor
Eben Johnston,Jonathan Williams
Edward Dolbear,Jeremiah Williams
Edward Dolbear,Thomas Young
Samuel Barnard,Thomas Bolter
John Hicks,Robert Sessions
Gibbens Sharp,Samuel White
James Starr,Thomas Hunstable
Henry Prentiss,John May
John Pitts,Peter Boyer
Benjamin Church,Jonathan Mason
John Ballard,William Dennie
Henry Welles,Israel Obear
Ambrose Ferrell,James Graham
David Bradlee,Henry Prentiss
James Bewer,William Pierce
Phillip Lewis,Samuel Barrett
Elias Parkman,John Merrit
Josiah Wheeler,Thomas Porter
James Bewer,Thomas Williams
Cyrus Baldwin,Paul Revere
Peter Boyer,Richard Boynton
Samuel Gore,Thomas Bolter
Amos Lincoln,Nicholas Campbell
Nat Noyces,William Davis
Jonathan Williams,William Whitwell
John Brown,William Whitwell
Caleb Champney,Thomas Peck
Edward Dolbear,Henry Prentiss
Nathaniel Barber,Thomas Peck
Alexander Inglish,Israel Obear
Mr Chadwell,Thomas Urann
Bos Foster,Eben Hancock
Henry Broomfield,Paul Revere
Joseph Eayres,Samuel Fenno
Elias Parkman,Thomas Marshall
Samuel Hobbs,Thomas Bolter
John Matchett,Thomas Peck
Thomas Chrysty,Thomas Urann
James Otis,Robert Pierpont
Peter Slater,Samuel Hammond
Benjamin Church,Caleb Hopkins
Isaac Pearce Jr,Nathaniel Barber
George Hewes,Henry Prentiss
John May,Thomas Spear
David Kinnison,Josiah Bradlee
Benjamin Edes,Mr Chadwell
Joseph Eayres,Joseph Greenleaf
Edward Howe,William Pierce
Nathaniel Willis,William Etheridge
Gilbert Ash,Seth Chipman
Abiel Ruddock,Enoch Brown
Samuel Fenno,Stephen Bruce
Capt MacKintosh,Thomas Spear
Benjamin Simpson,David Bradlee
Ebenezer Stevens,Henry Prentiss
John Matchett,William Breck
Samuel Adams,William Mackay
Joseph Lee,Samuel Sprague
Henry Purkitt,John Russell
Paul Revere,Samuel Pitts
John Gammell,Joseph Eaton
Thomas Bradlee,Thomas Young
Samuel Moody,Thomas Crafts
Edward Jarvis,Ezra Collins
Edward Potter,Ezra Collins
Benjamin Waldo,Edward Davis
Samuel Sprague,Thomas Urann
Jeremiah Williams,John Cochran
Joseph Palmer,William Etheridge
John Prince,Moses Grant
Nathaniel Holmes,Samuel Adams
Thomas Crafts,William Gould
Jeremiah Williams,Samuel Barnard
Adam Collson,Joseph Greenleaf
John May,Samuel Peck
John Ballard,John Winthrop
Capt MacKintosh,David Bradlee
Richard Palms,William Hoskins
Nathaniel Appleton,Thomas Chrysty
Henry Bass,Matthew Loring
John Pulling,Martin Brimmer
Capt Cazneau,Eben Symmes
Moses Gill,Thomas Marshall
Benjamin Burton,David Bradlee
Henry Broomfield,John Bradford
Henry Bass,Richard Palms
Charles Jarvis,Richard Boynton
John Crane,Samuel Peck
Joseph Eayres,Pierce Isaac
Eckley,William Russell
Thomas Young,William Powell
Gershom Collier,Thomas Spear
Ebenezer Stevens,Thomas Young
George Hewes,John Randall
Jonathan Mason,Pierce Isaac
Anthony Morse,Benjamin Clarke
Edward Davis,William Greenleaf
Amos Lincoln,Joseph Roby
John May,Nathaniel Bradlee
John Hooton,Phineas Stearns
Benjamin Burton,Richard Hunnewell
Thomas Milliken,Wait Gray
Abraham Hunt,John Gammell
Joshua Wyeth,Nathaniel Bradlee
George Hewes,John Russell
John Ballard,Thomas Tileston
Henry Prentiss,Samuel Barnard
Benjamin Clarke,John Crane
Daniel Ingersoll,John Hicks
Gilbert Colesworthy,Jonathan Parker
William Phillips,William Powell
John Hancock,Paul Revere
Ebenezer Stevens,Thomas Hunstable
Benjamin Kent,Eben Symmes
Benjamin Austin,Henry Broomfield
Edward Howe,Joseph Eayres
Benjamin Austin,Benjamin Church
Samuel Barrett,Nicholls
Moses Deshon,Peter Doyle
James Swan,Josiah Wheeler
Benjamin Waldo,Samuel Austin
Eben Johnston,John Pulling
Samuel Fenno,William Pierce
Samuel Hobbs,William Etheridge
Enoch Brown,William Powell
Thomas Bolter,William Pierce
Abraham Hunt,Edward Howe
Caleb Champney,Thomas Chrysty
Paul Revere,Thomas Melville
Joseph Palmer,Lendall Pitts
Nicholas Campbell,Samuel Fenno
Edward Jarvis,Edward Potter
John Gammell,Robert Davis
Job Prince,Moses Grant
James Starr,Jonathan Hunnewell
Nathaniel Appleton,William Mackay
George Hewes,Nathaniel Greene
Abiel Ruddock,Benjamin Church
Elisha Story,Nathaniel Appleton
John Hicks,Joseph Eayres
Nathaniel Holmes,Thomas Kimball
John Smith,Joseph Field
James Seward,Moses Deshon
James Ivers,Samuel Pitts
Edward Howe,Joseph Roby
Anthony Morse,Samuel Hobbs
Joshua Wyeth,Samuel Peck
Josiah Bradlee,Richard Hunnewell
Edward Howe,Joseph Palmer
Eliphelet Newell,Richard Hunnewell
Daniel Ingersoll,Thomas Williams
James Foster Condy,Pierce Isaac
Daniel Ingersoll,John Gammell
Caleb Davis,Thomas Chase
Benjamin Kent,Edward Proctor
Edward Jarvis,Joseph Webb
Edward Proctor,Joseph Eaton
George Hewes,Thomas Porter
Samuel Foster,Stephen Bruce
Gabriel Johonnott,Isaac Pearce
Joseph Warren,Thomas Webster
Jonathan Stoddard,Thomas Hitchborn
Gershom Collier,Thomas Chase
Edward Jarvis,Josiah Flagg
Ebenezer Stevens,Eckley
Thomas Webster,Walter Kerr
David Kinnison,Samuel Fenno
Adam Collson,Elias Parkman
Samuel White,Thomas Chrysty
Joseph Shed,Samuel Gore
John Merrit,Paul Revere
Jonathan Parker,Thomas Melville
John Hicks,Joseph Palmer
Nathaniel Frothingham,Eckley
John Merrit,John Sigourney
Edward Dolbear,Samuel Cooper
Thomas Young,William Molineux
Jonathan Hunnewell,Nathaniel Barber
Joseph Roby,Thomas Young
William Davis,William Greenleaf
John Brown,Joseph Warren
Thomas Williams,Thomas Young
Jeremiah Williams,Thomas Porter
Nicholas Campbell,Thomas Urann
Elisha Story,Moses Grant
James Foster Condy,Perez Morton
John Peters,Thomas Melville
James Seward,William Ham
John Avery,Martin Brimmer
Eliphelet Newell,Eckley
Samuel Dexter,Thomas Fleet
John Cochran,Thomas Porter
John Spurr,Stephen Bruce
Israel Obear,Samuel Peck
John Russell,Richard Hunnewell
James Swan,Paul Revere
Henry Bass,Thomas Spear
Amos Lincoln,David Bradlee
James Starr,Josiah Wheeler
William Hickling,William Molineux
Anthony Morse,Elisha Story
Daniel Ingersoll,Nathaniel Frothingham
George Hewes,Joseph Palmer
Samuel White,Thomas Urann
Abraham Hunt,John Peters
Archibald MacNeil,Nathaniel Greene
Henry Prentiss,Nicholas Campbell
Samuel Barrett,William Bell
Hugh Brown,James Graham
Capt MacKintosh,Josiah Bradlee
Caleb Davis,Caleb Hopkins
Benjamin Burton,Peter Slater
Charles Jarvis,John Pulling
Jefferds,William Burbeck
Thomas Young,William Etheridge
Nathaniel Bradlee,Paul Revere
John Whitten,Josiah Flagg
Amos Lincoln,Paul Revere
Benjamin Edes,Eben Symmes
Benjamin Church,Edward Proctor
Benjamin Clarke,Joseph Roby
Ambrose Sloper,William McAlpine
Edward Jarvis,Thomas Crafts
Henry Welles,Thomas Urann
Henry Broomfield,Samuel Adams
Charles Jarvis,Elias Parkman
Philip Tabor,William Ham
James Starr,Samuel Sprague
Ebenezer Stevens,John Peters
Benjamin Simpson,John Hicks
Joseph Palmer,Thomas Melville
Abraham Hunt,William Etheridge
Eben Johnston,Herman Brimmer
Josiah Bradlee,Nathaniel Willis
David Kinnison,Thomas Porter
Ebenezer Stevens,Samuel Barnard
John May,Nathaniel Willis
Robert Sessions,Thomas Machin
Ambrose Sloper,John Phillips
Charles Jarvis,Moses Grant
Benjamin Simpson,Samuel Gore
Capt MacKintosh,William Hendley
Amos Lincoln,Thomas Young
Job Prince,John Avery
John Crane,Nathaniel Bradlee
John Adams,William Molineux
Gabriel Johonnott,John Sigourney
Samuel Hammond,Samuel Howard
Benjamin Kent,Thomas Kimball
Capt MacKintosh,James Swan
Jonathan Hunnewell,Josiah Bradlee
Benjamin Church,Thomas Kimball
John Pulling,Jonathan Williams
John Crane,Stephen Bruce
Samuel Fenno,Thomas Hunstable
Benjamin Simpson,Jonathan Parker
Joseph Roby,Thomas Melville
Ezekiel Cheever,Nathaniel Holmes
Archibald MacNeil,John Hooton
Elisha Story,Nathaniel Barber
James Foster Condy,Mr Chadwell
James Swan,Samuel Gore
Gilbert Colesworthy,Eckley
Elisha Story,Samuel Hobbs
Ezekiel Cheever,Thomas Urann
Elisha Story,Joseph Mountford
John Ballard,John Symmes
Adam Collson,George Hewes
James Bewer,Samuel Sprague
Elias Parkman,Moses Grant
John Russell,Samuel Sprague
Robert Davis,Samuel Gore
Lendall Pitts,Thomas Bradlee
George Bray,Samuel Barrett
Thomas Urann,William Burbeck
Benjamin Kent,Thomas Chrysty
John Spurr,Peter Slater
Joseph Warren,Samuel Moody
John Hoffins,Paul Revere
Bos Foster,Oliver Wendell
Daniel Ingersoll,Edward Proctor
George Hewes,Gershom Collier
John May,Samuel Hobbs
Henry Welles,James Graham
Edward Potter,Samuel Peck
James Swan,Nathaniel Frothingham
Josiah Flagg,William McAlpine
Joseph Lee,Moses Grant
James Starr,Lendall Pitts
Gershom Collier,William Russell
John Pitts,Nathaniel Barber
Anthony Morse,John Russell
Abraham Hunt,Edward Dolbear
Henry Prentiss,James Bewer
Enoch Brown,Thomas Roylson
Peter Slater,Robert Davis
Isaac Pearce,William Hoskins
Ebenezer Stevens,Jonathan Parker
Joseph Warren,Robert Pierpont
Anthony Morse,John Hooton
Benjamin Church,Elias Parkman
Joseph Warren,Sam Partridge
Charles Jarvis,Joseph Greenleaf
James Bewer,Thomas Spear
Edward Proctor,William Etheridge
John Merrit,Thomas Chase
John Pulling,Thomas Marshall
Samuel Barrett,Jefferds
Samuel Austin,Samuel Pitts
Abraham Hunt,Benjamin Burton
Joshua Wyeth,Nathaniel Greene
Joseph Roby,Thomas Chase
Abraham Hunt,Joseph Eaton
Eben Symmes,Thomas Young
Elisha Story,Perez Morton
John Gammell,John May
Joseph Roby,Moses Grant
Lendall Pitts,Phineas Stearns
Benjamin Simpson,Stephen Bruce
Caleb Champney,Joseph Warren
Robert Sessions,Samuel Fenno
Elias Parkman,Martin Brimmer
Gilbert Colesworthy,William Russell
Edward Cailleteau,Henry Welles
Daniel Ingersoll,William Etheridge
John Adams,Nathaniel Holmes
Daniel Ingersoll,Stephen Bruce
John Prince,Phineas Stearns
